interaction_id,user_id,content_id,event,score,completion_rate,quiz_score,timestamp
I00031,U0004,C029,completed,0.788,1.0,0.709,2025-09-03T12:00:00
I00032,U0004,C071,completed,0.486,1.0,,2025-09-03T14:00:00
I00033,U0005,C095,completed,0.526,1.0,,2025-09-03T16:00:00
I00034,U0005,C098,viewed,0.474,0.43,0.342,2025-09-03T18:00:00
I00035,U0005,C098,completed,0.777,1.0,0.54,2025-09-03T20:00:00
I00036,U0005,C071,completed,0.551,1.0,,2025-09-03T22:00:00
I00037,U0005,C028,completed,0.521,1.0,,2025-09-04T00:00:00
I00038,U0005,C046,viewed,0.213,0.004,,2025-09-04T02:00:00
I00039,U0005,C066,disliked,0.125,0.04,,2025-09-04T04:00:00
I00040,U0005,C050,completed,0.554,1.0,,2025-09-04T06:00:00
I00041,U0005,C062,disliked,0.227,0.12,,2025-09-04T08:00:00
I00042,U0006,C057,quiz_passed,0.774,1.0,0.691,2025-09-04T10:00:00
I00043,U0006,C098,viewed,0.183,0.015,,2025-09-04T12:00:00
I00044,U0006,C099,viewed,0.213,0.075,,2025-09-04T14:00:00
I00045,U0006,C048,disliked,0.425,0.19,0.436,2025-09-04T16:00:00
I00046,U0007,C061,viewed,0.277,0.078,,2025-09-04T18:00:00
I00047,U0007,C096,viewed,0.357,0.29,0.297,2025-09-04T20:00:00
I00048,U0007,C095,completed,0.507,1.0,,2025-09-04T22:00:00
I00049,U0007,C066,quiz_passed,0.805,1.0,0.608,2025-09-05T00:00:00
I00050,U0007,C016,completed,0.576,1.0,,2025-09-05T02:00:00
I00051,U0007,C071,quiz_passed,0.803,1.0,0.605,2025-09-05T04:00:00
I00052,U0007,C096,viewed,0.234,0.059,,2025-09-05T06:00:00
I00053,U0007,C061,completed,0.565,1.0,,2025-09-05T08:00:00
I00054,U0007,C010,completed,0.702,1.0,0.537,2025-09-05T10:00:00
I00055,U0007,C044,completed,0.733,1.0,0.417,2025-09-05T12:00:00
I00056,U0007,C042,quiz_passed,0.784,1.0,0.66,2025-09-05T14:00:00
I00057,U0007,C003,completed,0.758,1.0,0.573,2025-09-05T16:00:00
I00058,U0007,C047,completed,0.468,1.0,,2025-09-05T18:00:00
I00059,U0008,C053,completed,0.566,1.0,,2025-09-05T20:00:00
I00060,U0008,C096,viewed,0.432,0.42,0.414,2025-09-05T22:00:00
I00061,U0008,C095,completed,0.569,1.0,,2025-09-06T00:00:00
I00062,U0008,C006,completed,0.496,1.0,,2025-09-06T02:00:00
I00063,U0008,C057,quiz_passed,0.88,1.0,0.807,2025-09-06T04:00:00
I00064,U0008,C001,completed,0.798,1.0,0.706,2025-09-06T06:00:00
I00065,U0008,C030,disliked,0.27,0.0,0.51,2025-09-06T08:00:00
I00066,U0008,C017,quiz_passed,0.78,1.0,0.748,2025-09-06T10:00:00
I00067,U0008,C074,disliked,0.267,0.07,0.339,2025-09-06T12:00:00
I00068,U0008,C065,quiz_passed,0.822,1.0,0.771,2025-09-06T14:00:00
I00069,U0008,C082,completed,0.512,1.0,,2025-09-06T16:00:00
I00070,U0008,C075,quiz_passed,0.828,1.0,0.662,2025-09-06T18:00:00
I00071,U0009,C097,completed,0.835,1.0,0.73,2025-09-06T20:00:00
I00072,U0009,C092,quiz_passed,0.801,1.0,0.799,2025-09-06T22:00:00
I00073,U0009,C098,quiz_passed,0.796,1.0,0.675,2025-09-07T00:00:00
I00074,U0009,C017,completed,0.846,1.0,0.774,2025-09-07T02:00:00
I00075,U0009,C048,completed,0.553,1.0,,2025-09-07T04:00:00
I00076,U0009,C016,completed,0.541,1.0,,2025-09-07T06:00:00
I00077,U0009,C046,viewed,0.493,0.58,0.261,2025-09-07T08:00:00
I00078,U0009,C047,completed,0.568,1.0,,2025-09-07T10:00:00
I00079,U0009,C066,viewed,0.411,0.33,0.516,2025-09-07T12:00:00
I00080,U0009,C002,viewed,0.109,0.032,,2025-09-07T14:00:00
I00081,U0009,C010,completed,0.471,1.0,,2025-09-07T16:00:00
I00082,U0009,C013,completed,0.493,1.0,,2025-09-07T18:00:00
I00083,U0010,C096,viewed,0.259,0.002,,2025-09-07T20:00:00
I00084,U0010,C096,viewed,0.226,0.06,,2025-09-07T22:00:00
I00085,U0010,C025,quiz_passed,0.795,1.0,0.636,2025-09-08T00:00:00
I00086,U0010,C043,quiz_passed,0.811,1.0,0.673,2025-09-08T02:00:00
I00087,U0010,C043,disliked,0.352,0.12,0.392,2025-09-08T04:00:00
I00088,U0010,C010,viewed,0.25,0.087,,2025-09-08T06:00:00
I00089,U0010,C005,viewed,0.176,0.07,,2025-09-08T08:00:00
I00090,U0010,C030,completed,0.478,1.0,,2025-09-08T10:00:00
I00091,U0011,C006,completed,0.722,1.0,0.583,2025-09-08T12:00:00
I00092,U0011,C043,quiz_passed,0.795,1.0,0.662,2025-09-08T14:00:00
I00093,U0011,C005,viewed,0.209,0.093,,2025-09-08T16:00:00
I00094,U0011,C051,completed,0.783,1.0,0.607,2025-09-08T18:00:00
I00095,U0011,C003,viewed,0.255,0.26,,2025-09-08T20:00:00
I00096,U0012,C098,viewed,0.187,0.016,,2025-09-08T22:00:00
I00097,U0012,C043,disliked,0.344,0.18,0.446,2025-09-09T00:00:00
I00098,U0012,C092,quiz_passed,0.808,1.0,0.624,2025-09-09T02:00:00
I00099,U0012,C025,viewed,0.132,0.003,,2025-09-09T04:00:00
I00100,U0012,C048,viewed,0.546,0.69,0.404,2025-09-09T06:00:00
I00101,U0013,C099,completed,0.794,1.0,0.567,2025-09-09T08:00:00
I00102,U0013,C029,quiz_passed,0.881,1.0,0.79,2025-09-09T10:00:00
I00103,U0013,C096,completed,0.5,1.0,,2025-09-09T12:00:00
I00104,U0013,C057,quiz_passed,0.822,1.0,0.789,2025-09-09T14:00:00
I00105,U0013,C092,quiz_passed,0.86,1.0,0.789,2025-09-09T16:00:00
I00106,U0013,C076,completed,0.883,1.0,0.799,2025-09-09T18:00:00
I00107,U0013,C043,completed,0.579,1.0,,2025-09-09T20:00:00
I00108,U0014,C098,completed,0.828,1.0,0.624,2025-09-09T22:00:00
I00109,U0014,C061,completed,0.813,1.0,0.805,2025-09-10T00:00:00
I00110,U0014,C043,completed,0.523,1.0,,2025-09-10T02:00:00
I00111,U0014,C025,quiz_passed,0.818,1.0,0.704,2025-09-10T04:00:00
I00112,U0014,C003,quiz_passed,0.846,1.0,0.771,2025-09-10T06:00:00
I00113,U0014,C076,viewed,0.238,0.38,,2025-09-10T08:00:00
I00114,U0014,C046,viewed,0.496,0.53,0.27,2025-09-10T10:00:00
I00115,U0014,C074,viewed,0.349,0.24,0.335,2025-09-10T12:00:00
I00116,U0014,C051,completed,0.8,1.0,0.773,2025-09-10T14:00:00
I00117,U0014,C046,viewed,0.208,0.26,,2025-09-10T16:00:00
I00118,U0014,C061,viewed,0.32,0.58,,2025-09-10T18:00:00
I00119,U0014,C082,completed,0.486,1.0,,2025-09-10T20:00:00
I00120,U0015,C067,disliked,0.164,0.13,,2025-09-10T22:00:00
I00121,U0015,C042,quiz_passed,0.738,1.0,0.614,2025-09-11T00:00:00
I00122,U0016,C008,quiz_passed,0.801,1.0,0.806,2025-09-11T02:00:00
I00123,U0016,C092,viewed,0.538,0.49,0.574,2025-09-11T04:00:00
I00124,U0016,C098,completed,0.57,1.0,,2025-09-11T06:00:00
I00125,U0016,C057,quiz_passed,0.822,1.0,0.74,2025-09-11T08:00:00
I00126,U0016,C099,completed,0.51,1.0,,2025-09-11T10:00:00
I00127,U0016,C035,quiz_passed,0.794,1.0,0.762,2025-09-11T12:00:00
I00128,U0016,C014,viewed,0.17,0.059,,2025-09-11T14:00:00
I00129,U0017,C011,quiz_passed,0.735,1.0,0.651,2025-09-11T16:00:00
I00130,U0017,C061,completed,0.533,1.0,,2025-09-11T18:00:00
I00131,U0017,C030,viewed,0.446,0.41,0.425,2025-09-11T20:00:00
I00132,U0017,C076,viewed,0.357,0.63,,2025-09-11T22:00:00
I00133,U0017,C065,disliked,0.147,0.16,,2025-09-12T00:00:00
I00134,U0017,C099,viewed,0.283,0.54,,2025-09-12T02:00:00
I00135,U0018,C061,quiz_passed,0.802,1.0,0.693,2025-09-12T04:00:00
I00136,U0018,C025,viewed,0.336,0.2,0.405,2025-09-12T06:00:00
I00137,U0019,C099,completed,0.504,1.0,,2025-09-12T08:00:00
I00138,U0019,C001,quiz_passed,0.821,1.0,0.658,2025-09-12T10:00:00
I00139,U0019,C074,completed,0.791,1.0,0.54,2025-09-12T12:00:00
I00140,U0019,C076,viewed,0.111,0.06,,2025-09-12T14:00:00
I00141,U0019,C050,completed,0.493,1.0,,2025-09-12T16:00:00
I00142,U0019,C010,viewed,0.143,0.039,,2025-09-12T18:00:00
I00143,U0019,C074,completed,0.686,1.0,0.482,2025-09-12T20:00:00
I00144,U0019,C074,viewed,0.325,0.4,0.228,2025-09-12T22:00:00
I00145,U0019,C035,viewed,0.292,0.028,,2025-09-13T00:00:00
I00146,U0019,C082,viewed,0.462,0.57,0.403,2025-09-13T02:00:00
I00147,U0019,C044,viewed,0.192,0.22,,2025-09-13T04:00:00
I00148,U0019,C025,quiz_passed,0.792,1.0,0.644,2025-09-13T06:00:00
I00149,U0019,C050,viewed,0.332,0.57,,2025-09-13T08:00:00
I00150,U0019,C013,completed,0.705,1.0,0.449,2025-09-13T10:00:00
I00151,U0019,C029,quiz_passed,0.805,1.0,0.683,2025-09-13T12:00:00
I00152,U0020,C042,viewed,0.624,0.68,0.535,2025-09-13T14:00:00
I00153,U0020,C091,quiz_passed,0.786,1.0,0.784,2025-09-13T16:00:00
I00154,U0020,C003,completed,0.822,1.0,0.747,2025-09-13T18:00:00
I00155,U0020,C013,viewed,0.382,0.37,0.379,2025-09-13T20:00:00
I00156,U0020,C016,quiz_passed,0.851,1.0,0.752,2025-09-13T22:00:00
I00157,U0020,C097,quiz_passed,0.797,1.0,0.763,2025-09-14T00:00:00
I00158,U0020,C095,quiz_passed,0.844,1.0,0.68,2025-09-14T02:00:00
I00159,U0020,C013,completed,0.498,1.0,,2025-09-14T04:00:00
I00160,U0020,C053,completed,0.472,1.0,,2025-09-14T06:00:00
I00161,U0020,C005,viewed,0.217,0.04,,2025-09-14T08:00:00
I00162,U0020,C029,completed,0.743,1.0,0.706,2025-09-14T10:00:00
I00163,U0020,C044,quiz_passed,0.8,1.0,0.661,2025-09-14T12:00:00
I00164,U0020,C051,viewed,0.206,0.059,,2025-09-14T14:00:00
I00165,U0020,C088,completed,0.497,1.0,,2025-09-14T16:00:00
I00166,U0020,C071,viewed,0.263,0.055,,2025-09-14T18:00:00
I00167,U0021,C098,completed,0.7,1.0,0.455,2025-09-14T20:00:00
I00168,U0021,C099,disliked,0.262,0.14,0.223,2025-09-14T22:00:00
I00169,U0021,C048,completed,0.753,1.0,0.581,2025-09-15T00:00:00
I00170,U0021,C065,completed,0.552,1.0,,2025-09-15T02:00:00
I00171,U0021,C067,completed,0.774,1.0,0.669,2025-09-15T04:00:00
I00172,U0022,C018,quiz_passed,0.803,1.0,0.713,2025-09-15T06:00:00
I00173,U0022,C099,viewed,0.206,0.026,,2025-09-15T08:00:00
I00174,U0022,C098,completed,0.54,1.0,,2025-09-15T10:00:00
I00175,U0022,C048,completed,0.833,1.0,0.733,2025-09-15T12:00:00
I00176,U0022,C042,completed,0.865,1.0,0.772,2025-09-15T14:00:00
I00177,U0022,C017,completed,0.576,1.0,,2025-09-15T16:00:00
I00178,U0022,C049,completed,0.872,1.0,0.79,2025-09-15T18:00:00
I00179,U0022,C011,quiz_passed,0.863,1.0,0.734,2025-09-15T20:00:00
I00180,U0022,C057,quiz_passed,0.789,1.0,0.785,2025-09-15T22:00:00
I00181,U0022,C082,completed,0.847,1.0,0.732,2025-09-16T00:00:00
I00182,U0022,C067,completed,0.487,1.0,,2025-09-16T02:00:00
I00183,U0022,C054,completed,0.514,1.0,,2025-09-16T04:00:00
I00184,U0022,C049,completed,0.512,1.0,,2025-09-16T06:00:00
I00185,U0022,C096,viewed,0.386,0.68,,2025-09-16T08:00:00
I00186,U0023,C011,completed,0.501,1.0,,2025-09-16T10:00:00
I00187,U0023,C002,completed,0.482,1.0,,2025-09-16T12:00:00
I00188,U0023,C076,completed,0.516,1.0,,2025-09-16T14:00:00
I00189,U0023,C030,completed,0.576,1.0,,2025-09-16T16:00:00
I00190,U0023,C081,completed,0.55,1.0,,2025-09-16T18:00:00
I00191,U0023,C045,viewed,0.385,0.3,0.363,2025-09-16T20:00:00
I00192,U0023,C030,quiz_passed,0.851,1.0,0.775,2025-09-16T22:00:00
I00193,U0023,C066,viewed,0.203,0.035,,2025-09-17T00:00:00
I00194,U0023,C030,completed,0.802,1.0,0.717,2025-09-17T02:00:00
I00195,U0023,C066,quiz_passed,0.822,1.0,0.789,2025-09-17T04:00:00
I00196,U0023,C071,quiz_passed,0.865,1.0,0.716,2025-09-17T06:00:00
I00197,U0023,C016,quiz_passed,0.781,1.0,0.757,2025-09-17T08:00:00
I00198,U0023,C092,completed,0.501,1.0,,2025-09-17T10:00:00
I00199,U0024,C003,quiz_passed,0.842,1.0,0.712,2025-09-17T12:00:00
I00200,U0024,C045,viewed,0.283,0.037,,2025-09-17T14:00:00
I00201,U0024,C074,quiz_passed,0.794,1.0,0.667,2025-09-17T16:00:00
I00202,U0024,C073,completed,0.523,1.0,,2025-09-17T18:00:00
I00203,U0024,C046,disliked,0.283,0.15,0.199,2025-09-17T20:00:00
I00204,U0024,C051,completed,0.493,1.0,,2025-09-17T22:00:00
I00205,U0024,C044,viewed,0.316,0.37,,2025-09-18T00:00:00
I00206,U0024,C088,completed,0.773,1.0,0.767,2025-09-18T02:00:00
I00207,U0024,C010,viewed,0.203,0.045,,2025-09-18T04:00:00
I00208,U0024,C025,quiz_passed,0.787,1.0,0.749,2025-09-18T06:00:00
I00209,U0024,C090,viewed,0.249,0.27,,2025-09-18T08:00:00
I00210,U0024,C029,viewed,0.286,0.084,,2025-09-18T10:00:00
I00211,U0024,C098,viewed,0.228,0.003,,2025-09-18T12:00:00
I00212,U0024,C046,viewed,0.209,0.095,,2025-09-18T14:00:00
I00213,U0025,C042,completed,0.822,1.0,0.879,2025-09-18T16:00:00
I00214,U0025,C006,quiz_passed,0.902,1.0,0.874,2025-09-18T18:00:00
I00215,U0025,C053,quiz_passed,0.498,0.19,0.64,2025-09-18T20:00:00
I00216,U0025,C092,quiz_passed,0.804,1.0,0.817,2025-09-18T22:00:00
I00217,U0025,C028,quiz_passed,0.856,1.0,0.816,2025-09-19T00:00:00
I00218,U0025,C058,quiz_passed,0.798,1.0,0.844,2025-09-19T02:00:00
I00219,U0026,C025,quiz_passed,0.805,1.0,0.629,2025-09-19T04:00:00
I00220,U0026,C047,viewed,0.191,0.055,,2025-09-19T06:00:00
I00221,U0026,C053,disliked,0.313,0.04,0.413,2025-09-19T08:00:00
I00222,U0026,C018,quiz_passed,0.821,1.0,0.629,2025-09-19T10:00:00
I00223,U0026,C063,completed,0.78,1.0,0.67,2025-09-19T12:00:00
I00224,U0026,C049,completed,0.548,1.0,,2025-09-19T14:00:00
I00225,U0027,C078,completed,0.472,1.0,,2025-09-19T16:00:00
I00226,U0027,C030,viewed,0.3,0.43,,2025-09-19T18:00:00
I00227,U0027,C091,completed,0.748,1.0,0.65,2025-09-19T20:00:00
I00228,U0027,C010,viewed,0.244,0.043,,2025-09-19T22:00:00
I00229,U0027,C005,viewed,0.13,0.072,,2025-09-20T00:00:00
I00230,U0028,C098,viewed,0.115,0.091,,2025-09-20T02:00:00
I00231,U0028,C098,viewed,0.358,0.57,,2025-09-20T04:00:00
I00232,U0028,C048,completed,0.489,1.0,,2025-09-20T06:00:00
I00233,U0028,C002,completed,0.471,1.0,,2025-09-20T08:00:00
I00234,U0028,C097,disliked,0.248,0.01,0.398,2025-09-20T10:00:00
I00235,U0028,C011,viewed,0.173,0.26,,2025-09-20T12:00:00
I00236,U0028,C076,quiz_passed,0.758,1.0,0.69,2025-09-20T14:00:00
I00237,U0028,C082,viewed,0.471,0.37,0.436,2025-09-20T16:00:00
I00238,U0028,C017,viewed,0.167,0.046,,2025-09-20T18:00:00
I00239,U0028,C076,viewed,0.482,0.45,0.376,2025-09-20T20:00:00
I00240,U0028,C045,completed,0.576,1.0,,2025-09-20T22:00:00
I00241,U0028,C082,disliked,0.223,0.0,0.356,2025-09-21T00:00:00
I00242,U0028,C095,viewed,0.113,0.087,,2025-09-21T02:00:00
I00243,U0029,C067,quiz_passed,0.747,1.0,0.611,2025-09-21T04:00:00
I00244,U0029,C025,viewed,0.234,0.41,,2025-09-21T06:00:00
I00245,U0029,C053,completed,0.717,1.0,0.6,2025-09-21T08:00:00
I00246,U0029,C092,completed,0.542,1.0,,2025-09-21T10:00:00
I00247,U0029,C028,completed,0.773,1.0,0.587,2025-09-21T12:00:00
I00248,U0029,C042,quiz_passed,0.827,1.0,0.688,2025-09-21T14:00:00
I00249,U0029,C063,viewed,0.291,0.074,,2025-09-21T16:00:00
I00250,U0029,C003,completed,0.553,1.0,,2025-09-21T18:00:00
I00251,U0030,C096,quiz_passed,0.783,1.0,0.612,2025-09-21T20:00:00
I00252,U0030,C015,viewed,0.334,0.49,,2025-09-21T22:00:00
I00253,U0030,C045,completed,0.562,1.0,,2025-09-22T00:00:00
I00254,U0030,C043,quiz_passed,0.8,1.0,0.788,2025-09-22T02:00:00
I00255,U0031,C054,completed,0.712,1.0,0.588,2025-09-22T04:00:00
I00256,U0031,C096,completed,0.737,1.0,0.397,2025-09-22T06:00:00
I00257,U0032,C015,viewed,0.525,0.6,0.41,2025-09-22T08:00:00
I00258,U0032,C002,completed,0.513,1.0,,2025-09-22T10:00:00
I00259,U0032,C050,completed,0.818,1.0,0.699,2025-09-22T12:00:00
I00260,U0032,C066,viewed,0.384,0.62,,2025-09-22T14:00:00
I00261,U0032,C096,viewed,0.434,0.66,0.202,2025-09-22T16:00:00
I00262,U0032,C073,completed,0.475,1.0,,2025-09-22T18:00:00
I00263,U0032,C028,completed,0.762,1.0,0.656,2025-09-22T20:00:00
I00264,U0032,C095,viewed,0.516,0.64,0.278,2025-09-22T22:00:00
I00265,U0032,C048,quiz_passed,0.715,1.0,0.62,2025-09-23T00:00:00
I00266,U0032,C025,disliked,0.411,0.19,0.448,2025-09-23T02:00:00
I00267,U0032,C005,completed,0.524,1.0,,2025-09-23T04:00:00
I00268,U0032,C045,viewed,0.243,0.22,0.226,2025-09-23T06:00:00
I00269,U0033,C098,viewed,0.162,0.003,,2025-09-23T08:00:00
I00270,U0033,C029,completed,0.464,1.0,,2025-09-23T10:00:00
I00271,U0034,C015,completed,0.463,1.0,,2025-09-23T12:00:00
I00272,U0034,C091,quiz_passed,0.881,1.0,0.818,2025-09-23T14:00:00
I00273,U0034,C003,disliked,0.152,0.13,,2025-09-23T16:00:00
I00274,U0034,C088,quiz_passed,0.891,1.0,0.86,2025-09-23T18:00:00
I00275,U0034,C042,completed,0.546,1.0,,2025-09-23T20:00:00
I00276,U0034,C071,completed,0.491,1.0,,2025-09-23T22:00:00
I00277,U0034,C010,completed,0.508,1.0,,2025-09-24T00:00:00
I00278,U0034,C046,viewed,0.345,0.48,,2025-09-24T02:00:00
I00279,U0034,C066,quiz_passed,0.839,1.0,0.829,2025-09-24T04:00:00
I00280,U0034,C043,completed,0.483,1.0,,2025-09-24T06:00:00
I00281,U0035,C030,completed,0.699,1.0,0.59,2025-09-24T08:00:00
I00282,U0035,C049,viewed,0.273,0.007,,2025-09-24T10:00:00
I00283,U0035,C016,viewed,0.175,0.035,,2025-09-24T12:00:00
I00284,U0035,C016,completed,0.569,1.0,,2025-09-24T14:00:00
I00285,U0035,C018,quiz_passed,0.728,1.0,0.635,2025-09-24T16:00:00
I00286,U0036,C002,quiz_passed,0.889,1.0,0.794,2025-09-24T18:00:00
I00287,U0036,C082,viewed,0.16,0.048,,2025-09-24T20:00:00
I00288,U0037,C003,completed,0.502,1.0,,2025-09-24T22:00:00
I00289,U0037,C096,completed,0.786,1.0,0.678,2025-09-25T00:00:00
I00290,U0037,C001,completed,0.564,1.0,,2025-09-25T02:00:00
I00291,U0038,C098,viewed,0.304,0.3,0.218,2025-09-25T04:00:00
I00292,U0038,C051,completed,0.797,1.0,0.609,2025-09-25T06:00:00
I00293,U0038,C002,completed,0.531,1.0,,2025-09-25T08:00:00
I00294,U0038,C091,disliked,0.285,0.01,0.343,2025-09-25T10:00:00
I00295,U0038,C065,viewed,0.286,0.027,,2025-09-25T12:00:00
I00296,U0038,C076,quiz_passed,0.746,1.0,0.698,2025-09-25T14:00:00
I00297,U0039,C049,quiz_passed,0.782,1.0,0.72,2025-09-25T16:00:00
I00298,U0039,C035,quiz_passed,0.812,1.0,0.77,2025-09-25T18:00:00
I00299,U0039,C017,completed,0.522,1.0,,2025-09-25T20:00:00
I00300,U0039,C011,viewed,0.207,0.046,,2025-09-25T22:00:00
I00301,U0039,C070,quiz_passed,0.767,1.0,0.686,2025-09-26T00:00:00
I00302,U0039,C080,completed,0.479,1.0,,2025-09-26T02:00:00
I00303,U0039,C028,completed,0.536,1.0,,2025-09-26T04:00:00
I00304,U0039,C001,viewed,0.541,0.52,0.594,2025-09-26T06:00:00
I00305,U0039,C037,completed,0.484,1.0,,2025-09-26T08:00:00
I00306,U0039,C013,quiz_passed,0.749,1.0,0.62,2025-09-26T10:00:00
I00307,U0039,C028,viewed,0.303,0.46,,2025-09-26T12:00:00
I00308,U0039,C028,completed,0.82,1.0,0.739,2025-09-26T14:00:00
I00309,U0039,C063,completed,0.469,1.0,,2025-09-26T16:00:00
I00310,U0039,C041,quiz_passed,0.792,1.0,0.687,2025-09-26T18:00:00
I00311,U0039,C046,completed,0.67,1.0,0.483,2025-09-26T20:00:00
I00312,U0040,C042,completed,0.506,1.0,,2025-09-26T22:00:00
I00313,U0040,C092,quiz_passed,0.815,1.0,0.608,2025-09-27T00:00:00
I00314,U0040,C048,viewed,0.207,0.021,,2025-09-27T02:00:00
I00315,U0040,C095,viewed,0.286,0.02,,2025-09-27T04:00:00
I00316,U0040,C095,completed,0.721,1.0,0.453,2025-09-27T06:00:00
I00317,U0040,C065,completed,0.687,1.0,0.567,2025-09-27T08:00:00
I00318,U0040,C082,viewed,0.424,0.43,0.351,2025-09-27T10:00:00
I00319,U0040,C008,quiz_passed,0.776,1.0,0.605,2025-09-27T12:00:00
I00320,U0041,C048,completed,0.514,1.0,,2025-09-27T14:00:00
I00321,U0041,C076,quiz_passed,0.81,1.0,0.607,2025-09-27T16:00:00
I00322,U0041,C074,viewed,0.269,0.025,,2025-09-27T18:00:00
I00323,U0041,C001,viewed,0.147,0.06,,2025-09-27T20:00:00
I00324,U0041,C074,viewed,0.327,0.6,,2025-09-27T22:00:00
I00325,U0041,C025,completed,0.488,1.0,,2025-09-28T00:00:00
I00326,U0041,C013,completed,0.502,1.0,,2025-09-28T02:00:00
I00327,U0041,C091,viewed,0.408,0.25,0.341,2025-09-28T04:00:00
I00328,U0041,C010,viewed,0.139,0.051,,2025-09-28T06:00:00
I00329,U0041,C073,viewed,0.237,0.31,,2025-09-28T08:00:00
I00330,U0041,C066,viewed,0.427,0.26,0.403,2025-09-28T10:00:00
I00331,U0041,C075,viewed,0.356,0.5,0.198,2025-09-28T12:00:00
I00332,U0042,C096,completed,0.512,1.0,,2025-09-28T14:00:00
I00333,U0042,C006,completed,0.526,1.0,,2025-09-28T16:00:00
I00334,U0042,C098,viewed,0.517,0.64,0.473,2025-09-28T18:00:00
I00335,U0042,C091,quiz_passed,0.821,1.0,0.86,2025-09-28T20:00:00
I00336,U0042,C046,completed,0.536,1.0,,2025-09-28T22:00:00
I00337,U0042,C008,completed,0.575,1.0,,2025-09-29T00:00:00
I00338,U0042,C045,quiz_passed,0.831,1.0,0.725,2025-09-29T02:00:00
I00339,U0042,C090,completed,0.565,1.0,,2025-09-29T04:00:00
I00340,U0042,C001,quiz_passed,0.422,0.18,0.691,2025-09-29T06:00:00
I00341,U0042,C071,completed,0.551,1.0,,2025-09-29T08:00:00
I00342,U0042,C006,quiz_passed,0.89,1.0,0.817,2025-09-29T10:00:00
I00343,U0042,C005,quiz_passed,0.871,1.0,0.743,2025-09-29T12:00:00
I00344,U0042,C009,quiz_passed,0.837,1.0,0.881,2025-09-29T14:00:00
I00345,U0043,C096,disliked,0.097,0.04,,2025-09-29T16:00:00
I00346,U0043,C091,viewed,0.258,0.007,,2025-09-29T18:00:00
I00347,U0043,C061,quiz_passed,0.814,1.0,0.721,2025-09-29T20:00:00
I00348,U0043,C003,quiz_passed,0.883,1.0,0.767,2025-09-29T22:00:00
I00349,U0044,C015,completed,0.471,1.0,,2025-09-30T00:00:00
I00350,U0044,C045,viewed,0.446,0.6,0.214,2025-09-30T02:00:00
I00351,U0044,C006,quiz_passed,0.781,1.0,0.626,2025-09-30T04:00:00
I00352,U0044,C081,viewed,0.444,0.6,0.306,2025-09-30T06:00:00
I00353,U0044,C030,quiz_passed,0.743,1.0,0.671,2025-09-30T08:00:00
I00354,U0044,C091,viewed,0.382,0.3,0.389,2025-09-30T10:00:00
I00355,U0044,C071,viewed,0.495,0.56,0.404,2025-09-30T12:00:00
I00356,U0044,C090,completed,0.71,1.0,0.476,2025-09-30T14:00:00
I00357,U0044,C013,viewed,0.425,0.62,0.227,2025-09-30T16:00:00
