interaction_id,user_id,content_id,timestamp,session_id,interaction_type,duration_seconds,completed,outcome,source,position,concepts_covered
53,U1928,C001,2025-09-04 03:48:00,U1928-2,read,66.1,True,correct,recommended,9,C01
54,U1928,C008,2025-09-04 03:48:00,U1928-2,read,124.0,True,correct,browse,4,C03
55,U1414,C050,2025-09-04 08:25:00,U1414-2,read,313.7,True,incorrect,recommended,3,C21
56,U1414,C015,2025-09-04 08:25:00,U1414-2,read,99.6,False,na,browse,4,C28
57,U1414,C103,2025-09-04 08:25:00,U1414-2,read,586.8,True,correct,recommended,10,C24;C12
58,U0761,C057,2025-09-04 10:26:00,U0761-1,read,262.2,True,incorrect,browse,2,C02
59,U0761,C057,2025-09-04 10:26:00,U0761-1,read,118.1,True,correct,search,8,C02
60,U1911,C024,2025-09-04 11:52:00,U1911-3,read,137.7,True,correct,recommended,6,C11
61,U0740,C091,2025-09-04 18:39:00,U0740-3,read,127.1,True,correct,recommended,4,C16
62,U1855,C088,2025-09-04 21:11:00,U1855-1,read,66.6,True,correct,browse,9,C07
63,U1855,C088,2025-09-04 21:11:00,U1855-1,read,170.7,True,correct,search,2,C07
64,U1855,C088,2025-09-04 21:11:00,U1855-1,read,147.9,True,incorrect,browse,7,C07
65,U1855,C081,2025-09-04 21:11:00,U1855-1,tool,33.1,False,na,browse,2,C16
66,U1855,C088,2025-09-04 21:11:00,U1855-1,read,285.6,True,correct,recommended,10,C07
67,U1855,C099,2025-09-04 21:11:00,U1855-1,read,9.6,False,na,search,9,C20
68,U1543,C001,2025-09-04 22:30:00,U1543-2,read,30.0,True,correct,browse,10,C01
69,U1543,C001,2025-09-04 22:30:00,U1543-2,read,118.9,True,correct,recommended,4,C01
70,U1045,C066,2025-09-04 22:31:00,U1045-3,read,547.8,True,correct,browse,10,C15
71,U1639,C006,2025-09-05 09:25:00,U1639-1,read,309.8,True,correct,recommended,8,C08
72,U0633,C085,2025-09-05 14:26:00,U0633-2,view,147.4,False,na,recommended,8,C21
73,U0633,C085,2025-09-05 14:26:00,U0633-2,read,130.1,True,correct,search,7,C21
74,U0453,C007,2025-09-05 15:21:00,U0453-2,read,262.5,True,correct,browse,6,C11
75,U0191,C082,2025-09-05 16:21:00,U0191-2,read,159.9,True,correct,recommended,2,C18
76,U0251,C025,2025-09-05 17:59:00,U0251-3,read,175.8,True,incorrect,recommended,8,C18
77,U0251,C091,2025-09-05 17:59:00,U0251-3,read,137.6,False,incorrect,browse,2,C16
78,U0251,C091,2025-09-05 17:59:00,U0251-3,read,36.2,False,na,recommended,1,C16
79,U0362,C005,2025-09-05 19:06:00,U0362-2,read,102.6,True,correct,recommended,1,C23
80,U1286,C050,2025-09-05 19:54:00,U1286-2,read,22.5,True,correct,recommended,1,C21
81,U1296,C066,2025-09-05 21:03:00,U1296-2,read,135.0,True,correct,search,8,C15
82,U1679,C071,2025-09-05 22:12:00,U1679-3,tool,73.8,False,na,recommended,7,C01
83,U1535,C013,2025-09-06 00:51:00,U1535-2,read,22.7,False,na,recommended,6,C16
84,U1535,C001,2025-09-06 00:51:00,U1535-2,read,41.9,False,na,recommended,1,C01
85,U1535,C106,2025-09-06 00:51:00,U1535-2,read,534.8,True,correct,browse,2,C21
86,U1535,C007,2025-09-06 00:51:00,U1535-2,view,134.6,False,incorrect,browse,10,C11
87,U1535,C013,2025-09-06 00:51:00,U1535-2,read,85.6,True,correct,browse,2,C16
88,U1461,C080,2025-09-06 02:24:00,U1461-1,read,276.3,True,incorrect,recommended,4,C06
89,U0636,C074,2025-09-06 11:33:00,U0636-2,tool,35.4,False,na,recommended,1,C23
90,U0636,C013,2025-09-06 11:33:00,U0636-2,read,181.1,True,correct,browse,6,C16
91,U0636,C021,2025-09-06 11:33:00,U0636-2,read,210.2,True,correct,recommended,2,C04;C10
92,U1867,C018,2025-09-06 11:38:00,U1867-1,read,50.1,True,correct,recommended,3,C02
93,U1867,C018,2025-09-06 11:38:00,U1867-1,read,180.3,True,correct,browse,9,C02
94,U1468,C008,2025-09-06 17:54:00,U1468-1,read,69.8,True,correct,browse,2,C03
95,U0572,C011,2025-09-07 05:04:00,U0572-2,read,237.1,True,correct,browse,1,C08
96,U0572,C047,2025-09-07 05:04:00,U0572-2,read,156.9,True,correct,recommended,5,C02
97,U0572,C092,2025-09-07 05:04:00,U0572-2,read,82.4,False,na,recommended,1,C18
98,U0572,C027,2025-09-07 05:04:00,U0572-2,read,107.0,True,correct,search,2,C11
99,U1825,C074,2025-09-07 07:40:00,U1825-3,tool,196.0,True,na,recommended,2,C23
100,U0846,C080,2025-09-07 09:00:00,U0846-1,read,252.5,True,incorrect,recommended,9,C06
101,U0846,C080,2025-09-07 09:00:00,U0846-1,read,37.9,True,correct,recommended,6,C06
102,U1931,C073,2025-09-07 09:57:00,U1931-2,tool,19.0,False,na,browse,7,C02
103,U1067,C062,2025-09-07 12:25:00,U1067-2,read,64.7,True,incorrect,search,9,C12
104,U1067,C085,2025-09-07 12:25:00,U1067-2,read,140.2,True,correct,browse,5,C21
105,U1067,C090,2025-09-07 12:25:00,U1067-2,read,71.3,False,na,recommended,10,C16
106,U1717,C051,2025-09-07 12:28:00,U1717-2,read,66.2,True,correct,browse,8,C21
107,U1717,C051,2025-09-07 12:28:00,U1717-2,read,398.7,True,correct,browse,10,C21
108,U1717,C051,2025-09-07 12:28:00,U1717-2,read,350.1,True,correct,browse,1,C21
109,U1717,C060,2025-09-07 12:28:00,U1717-2,read,17.0,False,na,browse,3,C11
110,U1959,C081,2025-09-07 13:18:00,U1959-5,tool,135.5,True,na,recommended,5,C16
111,U1959,C081,2025-09-07 13:18:00,U1959-5,tool,143.8,True,na,browse,3,C16
112,U1959,C075,2025-09-07 13:18:00,U1959-5,tool,114.3,False,na,recommended,10,C16
113,U1959,C081,2025-09-07 13:18:00,U1959-5,tool,211.4,True,na,recommended,10,C16
114,U1959,C011,2025-09-07 13:18:00,U1959-5,read,47.6,False,na,search,4,C08
115,U1959,C075,2025-09-07 13:18:00,U1959-5,tool,132.3,True,na,browse,3,C16
116,U1959,C011,2025-09-07 13:18:00,U1959-5,read,25.5,False,na,recommended,2,C08
117,U0265,C074,2025-09-07 14:15:00,U0265-4,tool,111.4,True,na,recommended,5,C23
118,U1437,C074,2025-09-07 18:03:00,U1437-2,tool,45.3,False,na,recommended,6,C23
119,U1437,C070,2025-09-07 18:03:00,U1437-2,read,213.4,True,correct,search,6,C26
120,U1437,C029,2025-09-07 18:03:00,U1437-2,read,217.3,False,incorrect,browse,8,C15
121,U1437,C001,2025-09-07 18:03:00,U1437-2,read,68.7,True,correct,recommended,8,C01
122,U0505,C030,2025-09-07 19:32:00,U0505-1,view,12.5,False,na,recommended,3,C15
123,U0505,C048,2025-09-07 19:32:00,U0505-1,read,289.9,False,incorrect,browse,5,C02
124,U1181,C011,2025-09-07 20:46:00,U1181-2,read,225.9,True,correct,browse,3,C08
125,U1181,C113,2025-09-07 20:46:00,U1181-2,view,116.0,False,na,recommended,9,C27
126,U1181,C082,2025-09-07 20:46:00,U1181-2,read,145.0,True,correct,recommended,4,C18
127,U1181,C113,2025-09-07 20:46:00,U1181-2,read,169.5,True,correct,browse,6,C27
128,U1181,C113,2025-09-07 20:46:00,U1181-2,read,64.7,True,incorrect,browse,9,C27
129,U1181,C011,2025-09-07 20:46:00,U1181-2,read,257.4,True,correct,recommended,5,C08
130,U1181,C011,2025-09-07 20:46:00,U1181-2,read,243.8,True,incorrect,search,10,C08
131,U1181,C082,2025-09-07 20:46:00,U1181-2,read,454.9,True,correct,recommended,5,C18
132,U1181,C113,2025-09-07 20:46:00,U1181-2,read,167.8,True,correct,search,9,C27
133,U1181,C011,2025-09-07 20:46:00,U1181-2,read,418.0,True,correct,browse,6,C08
134,U1181,C011,2025-09-07 20:46:00,U1181-2,read,126.6,True,correct,browse,7,C08
135,U0729,C069,2025-09-07 22:50:00,U0729-3,view,28.3,False,na,recommended,8,C26
136,U0341,C114,2025-09-08 03:11:00,U0341-2,read,51.9,False,na,browse,4,C27
137,U0341,C114,2025-09-08 03:11:00,U0341-2,read,52.4,False,na,recommended,10,C27
138,U0135,C053,2025-09-08 12:37:00,U0135-1,read,346.8,True,correct,recommended,2,C29
139,U0199,C079,2025-09-08 15:21:00,U0199-2,read,146.0,True,correct,recommended,8,C07
140,U1651,C085,2025-09-08 17:28:00,U1651-8,read,278.0,True,correct,browse,7,C21
141,U0335,C002,2025-09-08 17:34:00,U0335-2,read,278.5,True,correct,recommended,5,C01
142,U0335,C017,2025-09-08 17:34:00,U0335-2,read,25.7,False,na,browse,2,C08
143,U0335,C064,2025-09-08 17:34:00,U0335-2,view,129.7,False,na,search,2,C15
144,U0335,C064,2025-09-08 17:34:00,U0335-2,read,148.7,True,correct,browse,9,C15
145,U0335,C064,2025-09-08 17:34:00,U0335-2,read,525.7,True,correct,recommended,3,C15
146,U0243,C092,2025-09-08 17:56:00,U0243-2,read,155.3,False,na,browse,4,C18
147,U0243,C092,2025-09-08 17:56:00,U0243-2,read,60.5,True,correct,browse,7,C18
148,U1224,C066,2025-09-08 19:01:00,U1224-2,read,178.5,True,correct,recommended,10,C15
149,U1827,C054,2025-09-08 19:25:00,U1827-4,read,81.8,False,incorrect,recommended,6,C15;C29
150,U1827,C003,2025-09-08 19:25:00,U1827-4,read,527.3,True,correct,recommended,3,C01
151,U0303,C010,2025-09-08 19:35:00,U0303-1,read,8.4,False,na,browse,8,C23
152,U0303,C010,2025-09-08 19:35:00,U0303-1,read,65.5,True,incorrect,search,8,C23
153,U0303,C091,2025-09-08 19:35:00,U0303-1,read,322.1,True,correct,search,5,C16
154,U0993,C091,2025-09-08 20:08:00,U0993-7,read,192.1,True,correct,browse,5,C16
155,U1158,C018,2025-09-08 22:11:00,U1158-1,read,323.5,True,correct,recommended,1,C02
156,U1532,C039,2025-09-09 09:46:00,U1532-2,read,89.2,False,na,browse,6,C26
157,U1532,C014,2025-09-09 09:46:00,U1532-2,read,26.6,False,na,recommended,2,C12
158,U1532,C014,2025-09-09 09:46:00,U1532-2,read,326.9,True,correct,recommended,4,C12
159,U1532,C014,2025-09-09 09:46:00,U1532-2,read,54.6,False,na,recommended,5,C12
160,U1913,C006,2025-09-09 09:59:00,U1913-1,read,199.8,True,correct,recommended,1,C08
161,U1913,C006,2025-09-09 09:59:00,U1913-1,read,632.3,True,correct,browse,10,C08
162,U1913,C006,2025-09-09 09:59:00,U1913-1,read,121.6,True,correct,recommended,9,C08
163,U1913,C013,2025-09-09 09:59:00,U1913-1,read,52.9,True,correct,browse,2,C16
164,U1913,C006,2025-09-09 09:59:00,U1913-1,read,104.8,True,incorrect,recommended,7,C08
165,U1913,C013,2025-09-09 09:59:00,U1913-1,read,80.4,False,na,search,1,C16
166,U0562,C070,2025-09-09 10:06:00,U0562-2,view,193.2,False,na,browse,7,C26
167,U1255,C051,2025-09-09 11:01:00,U1255-2,read,303.6,True,correct,browse,10,C21
168,U1255,C029,2025-09-09 11:01:00,U1255-2,read,87.4,False,na,browse,8,C15
169,U1126,C051,2025-09-09 12:54:00,U1126-4,read,209.8,True,correct,recommended,10,C21
170,U1126,C085,2025-09-09 12:54:00,U1126-4,read,190.1,True,correct,browse,10,C21
171,U1165,C075,2025-09-09 14:02:00,U1165-1,tool,117.8,True,na,browse,10,C16
172,U1165,C050,2025-09-09 14:02:00,U1165-1,read,55.0,True,correct,browse,5,C21
173,U1165,C075,2025-09-09 14:02:00,U1165-1,tool,81.1,True,na,browse,2,C16
174,U1165,C050,2025-09-09 14:02:00,U1165-1,read,176.9,True,correct,recommended,8,C21
175,U1165,C075,2025-09-09 14:02:00,U1165-1,tool,662.5,True,na,recommended,9,C16
176,U1165,C075,2025-09-09 14:02:00,U1165-1,tool,185.5,False,na,search,9,C16
177,U1165,C010,2025-09-09 14:02:00,U1165-1,read,156.8,False,na,recommended,1,C23
178,U1165,C075,2025-09-09 14:02:00,U1165-1,tool,392.0,True,na,recommended,9,C16
179,U1165,C077,2025-09-09 14:02:00,U1165-1,tool,521.4,True,na,recommended,3,C10
180,U1353,C096,2025-09-09 15:12:00,U1353-1,read,77.6,False,na,recommended,5,C17
181,U1917,C071,2025-09-09 16:43:00,U1917-5,tool,74.7,True,na,browse,8,C01
182,U0925,C016,2025-09-09 18:08:00,U0925-2,read,248.4,True,correct,browse,2,C28
183,U0925,C068,2025-09-09 18:08:00,U0925-2,view,59.0,False,na,browse,3,C12
184,U1141,C090,2025-09-09 18:37:00,U1141-7,read,76.9,False,na,browse,8,C16
185,U1869,C003,2025-09-09 19:15:00,U1869-2,read,59.1,True,correct,recommended,5,C01
186,U1869,C003,2025-09-09 19:15:00,U1869-2,read,337.9,True,correct,recommended,3,C01
187,U0089,C077,2025-09-10 06:11:00,U0089-3,tool,313.2,True,na,recommended,2,C10
188,U1061,C030,2025-09-10 09:58:00,U1061-1,read,1012.2,True,correct,search,2,C15
189,U1061,C102,2025-09-10 09:58:00,U1061-1,read,212.2,True,correct,browse,3,C12;C13
190,U0389,C077,2025-09-10 16:03:00,U0389-2,tool,29.7,False,na,recommended,5,C10
191,U0389,C077,2025-09-10 16:03:00,U0389-2,tool,11.6,False,na,browse,1,C10
192,U0389,C026,2025-09-10 16:03:00,U0389-2,read,92.3,False,na,recommended,1,C19
193,U0389,C026,2025-09-10 16:03:00,U0389-2,read,80.7,True,correct,browse,6,C19
194,U0389,C014,2025-09-10 16:03:00,U0389-2,read,125.5,True,correct,recommended,6,C12
195,U0389,C077,2025-09-10 16:03:00,U0389-2,tool,20.4,False,na,recommended,8,C10
196,U1771,C071,2025-09-10 16:16:00,U1771-1,tool,194.7,True,na,recommended,10,C01
197,U1771,C064,2025-09-10 16:16:00,U1771-1,view,13.4,False,na,recommended,8,C15
198,U1002,C051,2025-09-10 16:33:00,U1002-3,read,234.7,True,correct,recommended,3,C21
199,U0934,C070,2025-09-10 18:30:00,U0934-5,view,77.1,False,na,search,3,C26
200,U1635,C025,2025-09-10 18:45:00,U1635-3,read,399.6,True,correct,recommended,3,C18
201,U1900,C025,2025-09-10 18:47:00,U1900-3,read,53.8,False,na,browse,9,C18
202,U1900,C052,2025-09-10 18:47:00,U1900-3,read,106.9,False,na,search,10,C22
203,U1900,C052,2025-09-10 18:47:00,U1900-3,read,138.4,False,incorrect,recommended,10,C22
204,U1900,C025,2025-09-10 18:47:00,U1900-3,read,217.8,True,incorrect,recommended,7,C18
205,U1900,C025,2025-09-10 18:47:00,U1900-3,read,277.5,True,correct,recommended,5,C18
206,U0110,C111,2025-09-11 03:34:00,U0110-1,read,95.3,True,correct,recommended,1,C27
207,U1913,C002,2025-09-11 05:49:00,U1913-2,read,113.0,True,correct,search,8,C01
208,U1913,C002,2025-09-11 05:49:00,U1913-2,read,207.3,True,correct,browse,6,C01
209,U1913,C072,2025-09-11 05:49:00,U1913-2,tool,71.8,True,na,recommended,8,C03
210,U1913,C072,2025-09-11 05:49:00,U1913-2,tool,157.4,True,na,browse,9,C03
211,U1803,C106,2025-09-11 11:27:00,U1803-2,read,219.0,True,correct,recommended,5,C21
212,U1026,C026,2025-09-11 12:35:00,U1026-3,read,19.5,False,incorrect,recommended,1,C19
213,U1026,C090,2025-09-11 12:35:00,U1026-3,read,38.2,False,na,recommended,4,C16
214,U0993,C111,2025-09-11 14:40:00,U0993-8,view,35.3,False,na,browse,1,C27
215,U0622,C031,2025-09-11 17:33:00,U0622-1,tool,208.7,True,na,recommended,7,C04;C19
216,U0622,C085,2025-09-11 17:33:00,U0622-1,read,342.0,True,correct,recommended,7,C21
217,U0915,C092,2025-09-11 19:00:00,U0915-1,read,327.4,True,correct,recommended,10,C18
218,U0915,C091,2025-09-11 19:00:00,U0915-1,read,24.2,False,na,browse,9,C16
219,U1498,C067,2025-09-11 19:31:00,U1498-1,read,279.8,True,incorrect,recommended,6,C15
220,U1498,C056,2025-09-11 19:31:00,U1498-1,read,105.1,True,incorrect,recommended,5,C27;C24
221,U1498,C097,2025-09-11 19:31:00,U1498-1,read,165.2,True,correct,browse,2,C17
222,U1498,C056,2025-09-11 19:31:00,U1498-1,read,111.4,True,correct,recommended,5,C27;C24
223,U1498,C097,2025-09-11 19:31:00,U1498-1,read,258.8,True,correct,browse,2,C17
224,U1498,C067,2025-09-11 19:31:00,U1498-1,read,257.5,True,incorrect,browse,9,C15
225,U1498,C097,2025-09-11 19:31:00,U1498-1,read,158.6,True,correct,browse,6,C17
226,U1498,C068,2025-09-11 19:31:00,U1498-1,read,117.7,True,correct,recommended,7,C12
227,U1498,C068,2025-09-11 19:31:00,U1498-1,read,413.1,True,incorrect,recommended,10,C12
228,U1498,C097,2025-09-11 19:31:00,U1498-1,read,86.8,False,na,browse,1,C17
229,U1733,C071,2025-09-11 21:07:00,U1733-3,tool,486.6,True,na,browse,1,C01
230,U1733,C106,2025-09-11 21:07:00,U1733-3,view,41.3,False,na,recommended,8,C21
231,U1149,C015,2025-09-11 21:10:00,U1149-2,read,109.9,True,correct,recommended,10,C28
232,U1149,C015,2025-09-11 21:10:00,U1149-2,read,47.3,False,na,search,9,C28
233,U1149,C015,2025-09-11 21:10:00,U1149-2,read,1177.1,True,correct,recommended,9,C28
234,U1831,C007,2025-09-11 21:59:00,U1831-1,view,166.4,False,na,recommended,7,C11
235,U1831,C007,2025-09-11 21:59:00,U1831-1,view,139.0,False,na,recommended,5,C11
236,U1116,C003,2025-09-12 08:24:00,U1116-1,read,506.0,True,correct,search,5,C01
237,U0335,C010,2025-09-12 08:32:00,U0335-3,read,248.2,True,correct,search,9,C23
238,U0335,C052,2025-09-12 08:32:00,U0335-3,read,83.7,False,na,browse,8,C22
239,U0335,C010,2025-09-12 08:32:00,U0335-3,read,188.7,True,correct,search,7,C23
240,U0335,C052,2025-09-12 08:32:00,U0335-3,read,22.5,False,na,browse,6,C22
241,U1367,C054,2025-09-12 10:24:00,U1367-2,read,138.7,True,correct,recommended,7,C15;C29
242,U1367,C065,2025-09-12 10:24:00,U1367-2,read,349.3,True,incorrect,browse,8,C15
243,U1670,C047,2025-09-12 10:56:00,U1670-5,read,142.3,True,correct,browse,5,C02
244,U1670,C049,2025-09-12 10:56:00,U1670-5,read,23.6,False,na,recommended,3,C05;C06
245,U1670,C049,2025-09-12 10:56:00,U1670-5,read,81.2,True,correct,recommended,1,C05;C06
246,U1670,C016,2025-09-12 10:56:00,U1670-5,read,329.0,True,incorrect,search,7,C28
247,U1670,C047,2025-09-12 10:56:00,U1670-5,read,22.4,True,correct,browse,9,C02
248,U1463,C078,2025-09-12 12:11:00,U1463-4,read,324.2,True,correct,browse,1,C14
249,U1463,C012,2025-09-12 12:11:00,U1463-4,read,98.8,False,incorrect,browse,1,C11
250,U1463,C091,2025-09-12 12:11:00,U1463-4,read,77.9,True,correct,browse,1,C16
251,U0723,C011,2025-09-12 12:34:00,U0723-3,read,10.6,False,na,recommended,9,C08
252,U1117,C074,2025-09-12 13:06:00,U1117-1,tool,23.4,False,na,recommended,6,C23
253,U1117,C090,2025-09-12 13:06:00,U1117-1,read,471.8,True,correct,search,3,C16
254,U1117,C090,2025-09-12 13:06:00,U1117-1,read,4.7,False,na,recommended,6,C16
255,U1117,C090,2025-09-12 13:06:00,U1117-1,read,73.6,True,incorrect,recommended,5,C16
256,U1117,C074,2025-09-12 13:06:00,U1117-1,tool,67.2,False,na,recommended,2,C23
257,U1141,C031,2025-09-12 13:10:00,U1141-3,tool,124.2,True,na,browse,8,C04;C19
258,U1141,C002,2025-09-12 13:10:00,U1141-3,read,264.6,True,correct,search,1,C01
259,U1141,C060,2025-09-12 13:10:00,U1141-3,read,150.7,True,correct,recommended,8,C11
260,U1141,C015,2025-09-12 13:10:00,U1141-3,read,72.0,True,correct,search,1,C28
261,U1141,C002,2025-09-12 13:10:00,U1141-3,read,127.1,False,na,search,8,C01
262,U1141,C002,2025-09-12 13:10:00,U1141-3,read,148.5,True,correct,recommended,1,C01
263,U1825,C029,2025-09-12 15:34:00,U1825-1,read,158.1,True,incorrect,search,6,C15
264,U1521,C006,2025-09-12 17:29:00,U1521-1,view,386.0,False,na,recommended,5,C08
265,U0834,C075,2025-09-12 17:54:00,U0834-1,tool,8.7,False,na,recommended,3,C16
266,U0834,C075,2025-09-12 17:54:00,U0834-1,tool,264.4,True,na,search,2,C16
267,U0834,C025,2025-09-12 17:54:00,U0834-1,read,193.3,True,correct,search,9,C18
268,U0834,C075,2025-09-12 17:54:00,U0834-1,tool,52.5,False,na,browse,6,C16
269,U0834,C075,2025-09-12 17:54:00,U0834-1,tool,186.9,True,na,browse,2,C16
270,U0834,C075,2025-09-12 17:54:00,U0834-1,tool,98.4,False,na,browse,6,C16
271,U1480,C049,2025-09-12 18:19:00,U1480-1,read,299.3,True,correct,browse,10,C05;C06
272,U1480,C049,2025-09-12 18:19:00,U1480-1,read,127.6,True,correct,recommended,4,C05;C06
273,U0353,C005,2025-09-12 19:51:00,U0353-7,read,87.5,True,incorrect,recommended,8,C23
274,U0027,C009,2025-09-13 06:32:00,U0027-2,read,152.7,True,correct,recommended,3,C03
275,U0027,C002,2025-09-13 06:32:00,U0027-2,read,156.2,True,correct,browse,3,C01
276,U1186,C021,2025-09-13 08:19:00,U1186-3,read,34.2,False,na,recommended,4,C04;C10
277,U1186,C106,2025-09-13 08:19:00,U1186-3,read,169.4,True,correct,recommended,1,C21
278,U1186,C074,2025-09-13 08:19:00,U1186-3,tool,24.5,False,na,recommended,3,C23
279,U1877,C030,2025-09-13 10:39:00,U1877-5,read,102.1,True,correct,recommended,8,C15
280,U1877,C080,2025-09-13 10:39:00,U1877-5,read,32.1,False,na,recommended,8,C06
281,U0710,C067,2025-09-13 11:26:00,U0710-2,read,107.2,True,correct,recommended,4,C15
282,U0710,C081,2025-09-13 11:26:00,U0710-2,tool,54.8,True,na,browse,2,C16
283,U1196,C025,2025-09-13 11:38:00,U1196-1,read,8.9,False,na,search,2,C18
284,U1196,C106,2025-09-13 11:38:00,U1196-1,view,8.7,False,na,recommended,8,C21
285,U1196,C025,2025-09-13 11:38:00,U1196-1,read,583.5,True,correct,recommended,7,C18
286,U1196,C090,2025-09-13 11:38:00,U1196-1,read,59.3,False,na,recommended,10,C16
287,U1690,C058,2025-09-13 12:04:00,U1690-1,read,26.3,True,correct,recommended,6,C09
288,U0571,C008,2025-09-13 12:43:00,U0571-2,read,134.7,True,correct,browse,6,C03
289,U1204,C073,2025-09-13 15:23:00,U1204-3,tool,107.3,False,na,recommended,10,C02
290,U0925,C030,2025-09-13 16:13:00,U0925-1,read,278.9,True,correct,browse,3,C15
291,U0855,C064,2025-09-13 18:11:00,U0855-1,read,443.2,True,correct,recommended,3,C15
292,U0199,C007,2025-09-13 18:29:00,U0199-5,read,139.2,True,incorrect,browse,10,C11
