interaction_id,user_id,content_id,event,score,completion_rate,quiz_score,timestamp
I00072,U0006,C099,completed,0.692,1.0,0.518,2025-10-12T21:02:47.126999
I00073,U0006,C098,viewed,0.426,0.63,0.261,2025-10-13T07:51:37.363910
I00074,U0006,C016,completed,0.493,1.0,,2025-10-13T15:56:01.925421
I00075,U0006,C048,viewed,0.196,0.02,,2025-10-14T09:19:18.962506
I00076,U0006,C011,completed,0.723,1.0,0.575,2025-10-14T00:44:58.061715
I00077,U0006,C046,viewed,0.102,0.083,,2025-10-15T07:20:49.020454
I00078,U0006,C046,viewed,0.161,0.038,,2025-10-15T01:42:16.631614
I00079,U0006,C066,completed,0.758,1.0,0.56,2025-10-16T00:52:01.313776
I00080,U0007,C002,quiz_passed,0.783,1.0,0.601,2025-10-12T02:25:37.127150
I00081,U0007,C011,quiz_passed,0.74,1.0,0.606,2025-10-12T18:47:16.317573
I00082,U0007,C013,completed,0.74,1.0,0.417,2025-10-12T16:44:36.360486
I00083,U0007,C013,viewed,0.294,0.071,,2025-10-13T11:54:43.709327
I00084,U0007,C030,completed,0.547,1.0,,2025-10-13T18:03:09.918879
I00085,U0007,C025,viewed,0.438,0.5,0.36,2025-10-14T17:42:45.721091
I00086,U0007,C047,completed,0.528,1.0,,2025-10-15T01:06:53.233404
I00087,U0007,C043,completed,0.759,1.0,0.568,2025-10-14T22:08:37.776105
I00088,U0007,C006,quiz_passed,0.779,1.0,0.687,2025-10-16T05:58:55.011263
I00089,U0007,C005,completed,0.465,1.0,,2025-10-16T12:09:10.634268
I00090,U0007,C030,quiz_passed,0.724,1.0,0.603,2025-10-16T17:40:24.120878
I00091,U0007,C006,completed,0.469,1.0,,2025-10-17T07:03:08.863511
I00092,U0007,C047,completed,0.831,1.0,0.665,2025-10-18T03:37:17.899172
I00093,U0008,C001,completed,0.464,1.0,,2025-09-25T00:45:43.139806
I00094,U0008,C050,completed,0.483,1.0,,2025-09-25T11:28:36.058078
I00095,U0008,C003,completed,0.556,1.0,,2025-09-26T14:15:30.424303
I00096,U0008,C063,completed,0.79,1.0,0.773,2025-09-26T16:06:50.324008
I00097,U0008,C046,viewed,0.173,0.064,,2025-09-26T17:46:31.249892
I00098,U0008,C092,quiz_passed,0.844,1.0,0.728,2025-09-27T14:20:43.886543
I00099,U0008,C025,quiz_passed,0.885,1.0,0.773,2025-09-28T05:44:37.536353
I00100,U0008,C048,viewed,0.11,0.071,,2025-09-29T02:01:11.566886
I00101,U0008,C065,viewed,0.28,0.061,,2025-09-29T02:03:06.748415
I00102,U0009,C029,viewed,0.538,0.57,0.515,2025-10-29T14:57:44.354462
I00103,U0009,C030,completed,0.496,1.0,,2025-10-29T18:07:43.744063
I00104,U0009,C057,quiz_passed,0.837,1.0,0.715,2025-10-30T00:04:17.306060
I00105,U0009,C092,quiz_passed,0.885,1.0,0.771,2025-10-30T17:43:10.585879
I00106,U0009,C076,quiz_passed,0.775,1.0,0.748,2025-10-31T10:56:50.367812
I00107,U0009,C045,quiz_passed,0.761,1.0,0.623,2025-10-31T20:57:22.955924
I00108,U0009,C064,completed,0.464,1.0,,2025-11-01T17:44:15.920895
I00109,U0009,C061,quiz_passed,0.77,1.0,0.754,2025-11-01T23:36:12.650943
I00110,U0009,C035,completed,0.478,1.0,,2025-11-02T15:06:29.975499
I00111,U0009,C018,disliked,0.19,0.06,,2025-11-02T11:12:10.462161
I00112,U0009,C003,quiz_passed,0.802,1.0,0.786,2025-11-03T08:30:35.525869
I00113,U0009,C090,completed,0.525,1.0,,2025-11-04T05:08:20.372050
I00114,U0009,C003,quiz_passed,0.791,1.0,0.722,2025-11-03T23:15:41.985797
I00115,U0009,C050,quiz_passed,0.86,1.0,0.787,2025-11-04T20:05:50.801769
I00116,U0010,C050,viewed,0.161,0.073,,2025-10-05T16:15:39.774246
I00117,U0010,C011,quiz_passed,0.785,1.0,0.666,2025-10-06T04:12:31.485284
I00118,U0010,C098,viewed,0.206,0.02,,2025-10-06T15:22:00.021620
I00119,U0010,C082,quiz_passed,0.761,1.0,0.651,2025-10-06T19:22:38.619220
I00120,U0010,C066,completed,0.83,1.0,0.693,2025-10-07T03:29:09.895192
I00121,U0010,C096,viewed,0.159,0.085,,2025-10-07T21:23:14.256671
I00122,U0010,C095,disliked,0.203,0.13,,2025-10-07T21:07:52.220851
I00123,U0010,C099,completed,0.722,1.0,0.399,2025-10-08T09:36:20.930968
I00124,U0010,C050,completed,0.467,1.0,,2025-10-09T00:48:41.906341
I00125,U0010,C057,viewed,0.287,0.063,,2025-10-09T20:18:23.311757
I00126,U0010,C071,viewed,0.374,0.27,0.329,2025-10-10T18:18:28.466686
I00127,U0010,C045,completed,0.715,1.0,0.516,2025-10-11T03:47:49.988230
I00128,U0010,C005,completed,0.725,1.0,0.474,2025-10-11T12:11:45.000191
I00129,U0010,C010,completed,0.516,1.0,,2025-10-12T07:25:15.666086
I00130,U0011,C061,viewed,0.429,0.46,0.331,2025-10-14T22:45:15.059152
I00131,U0011,C030,viewed,0.111,0.094,,2025-10-14T14:48:02.208827
I00132,U0011,C095,completed,0.656,1.0,0.441,2025-10-15T11:50:28.097321
I00133,U0011,C081,viewed,0.45,0.68,0.227,2025-10-16T04:24:23.653260
I00134,U0011,C092,completed,0.54,1.0,,2025-10-16T01:54:16.992657
I00135,U0011,C061,completed,0.5,1.0,,2025-10-17T05:38:27.806051
I00136,U0011,C044,viewed,0.212,0.044,,2025-10-17T02:33:22.497467
I00137,U0011,C067,viewed,0.224,0.033,,2025-10-17T22:28:13.480513
I00138,U0011,C001,viewed,0.256,0.26,,2025-10-17T22:59:42.363566
I00139,U0011,C050,completed,0.574,1.0,,2025-10-18T16:47:37.705927
I00140,U0011,C076,viewed,0.216,0.047,,2025-10-19T18:54:56.062825
I00141,U0011,C074,completed,0.729,1.0,0.505,2025-10-19T19:23:20.879966
I00142,U0011,C011,completed,0.535,1.0,,2025-10-19T23:20:40.083406
I00143,U0011,C049,completed,0.705,1.0,0.597,2025-10-20T11:41:44.712853
I00144,U0012,C098,viewed,0.236,0.058,,2025-09-15T19:05:11.101232
I00145,U0012,C035,completed,0.513,1.0,,2025-09-16T13:11:16.846361
I00146,U0012,C098,disliked,0.134,0.15,,2025-09-17T01:30:38.160731
I00147,U0012,C030,viewed,0.215,0.078,,2025-09-18T02:52:58.988776
I00148,U0012,C025,completed,0.72,1.0,0.569,2025-09-18T06:15:31.029077
I00149,U0012,C049,completed,0.58,1.0,,2025-09-19T01:46:53.930797
I00150,U0012,C016,disliked,0.118,0.05,,2025-09-19T11:05:12.549983
I00151,U0012,C029,completed,0.571,1.0,,2025-09-19T21:26:01.977525
I00152,U0012,C043,quiz_passed,0.737,1.0,0.639,2025-09-20T01:34:21.363234
I00153,U0012,C091,completed,0.49,1.0,,2025-09-20T10:41:29.999216
I00154,U0012,C003,quiz_passed,0.721,1.0,0.622,2025-09-21T15:58:55.195178
I00155,U0012,C014,viewed,0.304,0.31,0.273,2025-09-21T11:58:09.468074
I00156,U0013,C095,completed,0.502,1.0,,2025-09-19T23:05:51.225585
I00157,U0013,C097,quiz_passed,0.771,1.0,0.718,2025-09-19T16:51:46.530193
I00158,U0013,C076,viewed,0.494,0.29,0.518,2025-09-20T18:44:29.945295
I00159,U0013,C046,viewed,0.401,0.52,0.264,2025-09-21T03:00:04.224109
I00160,U0013,C046,completed,0.688,1.0,0.537,2025-09-22T01:29:26.328109
I00161,U0013,C006,quiz_passed,0.84,1.0,0.752,2025-09-22T03:27:59.668019
I00162,U0013,C029,viewed,0.406,0.58,,2025-09-22T22:46:37.592441
I00163,U0013,C030,quiz_passed,0.781,1.0,0.774,2025-09-23T02:16:16.525757
I00164,U0013,C074,completed,0.535,1.0,,2025-09-23T17:53:11.505670
I00165,U0013,C088,viewed,0.519,0.3,0.581,2025-09-24T12:54:59.282916
I00166,U0013,C071,viewed,0.333,0.51,,2025-09-24T09:30:59.675259
I00167,U0013,C050,viewed,0.678,0.69,0.578,2025-09-24T20:19:11.584925
I00168,U0013,C090,viewed,0.133,0.002,,2025-09-25T05:26:47.411208
I00169,U0013,C074,completed,0.533,1.0,,2025-09-26T01:54:47.991096
I00170,U0014,C065,completed,0.51,1.0,,2025-10-22T17:34:24.984856
I00171,U0014,C066,completed,0.563,1.0,,2025-10-22T22:05:11.397990
I00172,U0014,C028,disliked,0.138,0.16,,2025-10-23T20:18:20.144872
I00173,U0014,C071,quiz_passed,0.822,1.0,0.736,2025-10-24T09:09:12.734440
I00174,U0014,C054,completed,0.545,1.0,,2025-10-24T14:05:46.773276
I00175,U0014,C074,quiz_passed,0.848,1.0,0.669,2025-10-25T09:16:40.843871
I00176,U0014,C047,completed,0.529,1.0,,2025-10-26T00:43:49.504077
I00177,U0014,C013,completed,0.765,1.0,0.576,2025-10-26T10:03:06.339366
I00178,U0015,C049,quiz_passed,0.768,1.0,0.686,2025-09-22T08:49:13.772080
I00179,U0015,C011,viewed,0.405,0.49,0.344,2025-09-22T22:52:27.617904
I00180,U0015,C057,viewed,0.3,0.22,0.34,2025-09-22T17:31:23.126301
I00181,U0015,C099,viewed,0.347,0.42,,2025-09-23T02:53:01.494435
I00182,U0015,C098,viewed,0.379,0.51,0.264,2025-09-24T08:58:40.930075
I00183,U0015,C054,viewed,0.198,0.062,,2025-09-24T04:05:21.880521
I00184,U0015,C049,completed,0.839,1.0,0.67,2025-09-25T13:30:41.668815
I00185,U0015,C063,viewed,0.457,0.61,0.311,2025-09-25T16:46:01.284992
I00186,U0015,C026,viewed,0.173,0.031,,2025-09-25T16:02:09.197641
I00187,U0015,C002,viewed,0.111,0.077,,2025-09-26T02:49:06.946526
I00188,U0015,C096,viewed,0.422,0.6,0.292,2025-09-27T08:43:08.022283
I00189,U0015,C037,viewed,0.27,0.071,,2025-09-27T10:35:44.868777
I00190,U0015,C061,completed,0.478,1.0,,2025-09-27T14:09:42.570880
I00191,U0016,C043,completed,0.885,1.0,0.776,2025-10-07T05:51:04.958420
I00192,U0016,C044,quiz_passed,0.807,1.0,0.691,2025-10-08T02:10:19.513431
I00193,U0016,C067,completed,0.57,1.0,,2025-10-08T15:01:05.051246
I00194,U0016,C029,viewed,0.135,0.006,,2025-10-09T10:26:08.189359
I00195,U0016,C066,quiz_passed,0.799,1.0,0.769,2025-10-09T00:43:09.266932
I00196,U0016,C090,viewed,0.125,0.096,,2025-10-10T02:36:20.433183
I00197,U0016,C011,completed,0.888,1.0,0.776,2025-10-10T09:59:33.994493
I00198,U0016,C092,quiz_passed,0.798,1.0,0.761,2025-10-10T13:07:28.918275
I00199,U0016,C005,completed,0.462,1.0,,2025-10-11T21:50:52.878815
I00200,U0016,C043,completed,0.781,1.0,0.772,2025-10-11T14:56:40.822313
I00201,U0017,C098,completed,0.749,1.0,0.517,2025-10-19T00:35:45.887525
I00202,U0017,C072,viewed,0.364,0.57,,2025-10-19T21:40:44.415769
I00203,U0017,C015,completed,0.821,1.0,0.653,2025-10-20T10:44:34.127964
I00204,U0017,C051,quiz_passed,0.725,1.0,0.633,2025-10-20T06:24:38.317391
I00205,U0017,C035,quiz_passed,0.765,1.0,0.648,2025-10-21T11:44:17.763578
I00206,U0017,C082,quiz_passed,0.727,1.0,0.655,2025-10-21T17:13:21.648164
I00207,U0017,C010,viewed,0.17,0.095,,2025-10-21T15:37:59.351239
I00208,U0018,C096,viewed,0.213,0.092,,2025-10-30T04:45:38.849249
I00209,U0018,C099,viewed,0.336,0.68,,2025-10-29T23:55:44.096852
I00210,U0018,C028,completed,0.815,1.0,0.604,2025-10-30T16:11:25.545815
I00211,U0018,C099,viewed,0.314,0.28,0.27,2025-10-31T10:27:18.101102
I00212,U0018,C003,viewed,0.143,0.06,,2025-10-31T23:40:23.440998
I00213,U0018,C042,quiz_passed,0.824,1.0,0.651,2025-11-01T08:57:54.087159
I00214,U0018,C008,quiz_passed,0.817,1.0,0.666,2025-11-01T11:43:49.306975
I00215,U0018,C053,quiz_passed,0.828,1.0,0.676,2025-11-02T15:02:17.099522
I00216,U0018,C091,viewed,0.118,0.094,,2025-11-03T01:02:24.327871
I00217,U0018,C096,disliked,0.222,0.09,0.234,2025-11-03T07:01:20.741868
I00218,U0018,C058,completed,0.493,1.0,,2025-11-03T19:04:36.866293
I00219,U0018,C018,quiz_passed,0.757,1.0,0.67,2025-11-04T08:16:24.261418
I00220,U0018,C095,viewed,0.469,0.55,0.244,2025-11-05T02:00:57.004795
I00221,U0018,C096,completed,0.707,1.0,0.483,2025-11-05T17:54:02.275164
I00222,U0019,C018,completed,0.793,1.0,0.619,2025-10-10T16:02:13.289069
I00223,U0019,C062,viewed,0.175,0.073,,2025-10-11T08:05:02.017568
I00224,U0019,C049,viewed,0.459,0.27,0.437,2025-10-11T23:39:22.187800
I00225,U0019,C082,viewed,0.248,0.091,,2025-10-12T03:52:26.196286
I00226,U0019,C033,completed,0.748,1.0,0.445,2025-10-12T03:14:22.709977
I00227,U0019,C091,viewed,0.48,0.41,0.391,2025-10-12T14:22:35.528298
I00228,U0019,C013,viewed,0.21,0.082,,2025-10-13T03:05:19.189474
I00229,U0019,C001,quiz_passed,0.78,1.0,0.7,2025-10-14T12:15:17.906716
I00230,U0019,C061,completed,0.797,1.0,0.686,2025-10-14T10:16:11.075674
I00231,U0019,C065,completed,0.743,1.0,0.587,2025-10-15T05:51:44.098420
I00232,U0019,C045,viewed,0.378,0.58,,2025-10-15T00:43:14.476338
I00233,U0020,C095,viewed,0.214,0.066,,2025-10-08T09:38:10.896057
I00234,U0020,C097,completed,0.851,1.0,0.78,2025-10-08T23:25:36.376223
I00235,U0020,C011,quiz_passed,0.829,1.0,0.732,2025-10-09T08:08:56.399643
I00236,U0020,C076,completed,0.897,1.0,0.802,2025-10-09T17:29:06.519595
I00237,U0020,C096,viewed,0.133,0.005,,2025-10-10T01:27:20.335014
I00238,U0020,C013,viewed,0.134,0.025,,2025-10-11T03:25:11.587003
I00239,U0020,C073,completed,0.794,1.0,0.795,2025-10-11T04:03:20.111110
I00240,U0020,C048,completed,0.49,1.0,,2025-10-12T04:01:50.584712
I00241,U0020,C046,completed,0.745,1.0,0.461,2025-10-12T12:19:26.027623
I00242,U0020,C046,viewed,0.322,0.64,,2025-10-12T15:15:28.789446
I00243,U0020,C066,completed,0.849,1.0,0.803,2025-10-13T06:21:36.196851
I00244,U0020,C025,quiz_passed,0.777,1.0,0.741,2025-10-14T06:38:50.194246
I00245,U0021,C053,completed,0.722,1.0,0.586,2025-09-23T12:36:45.872098
I00246,U0021,C092,completed,0.791,1.0,0.635,2025-09-23T21:09:04.906271
I00247,U0021,C028,viewed,0.358,0.7,,2025-09-24T10:46:15.998450
I00248,U0021,C042,disliked,0.339,0.08,0.434,2025-09-25T01:00:55.982388
I00249,U0021,C063,completed,0.575,1.0,,2025-09-25T14:20:50.310467
I00250,U0021,C003,quiz_passed,0.822,1.0,0.694,2025-09-26T05:49:34.380905
I00251,U0021,C017,viewed,0.125,0.042,,2025-09-26T12:34:06.363449
I00252,U0022,C015,viewed,0.549,0.67,0.502,2025-09-14T13:00:39.054230
I00253,U0022,C046,completed,0.732,1.0,0.505,2025-09-14T08:42:35.916657
I00254,U0022,C043,completed,0.55,1.0,,2025-09-14T22:29:05.075220
I00255,U0022,C075,viewed,0.359,0.25,0.388,2025-09-16T07:25:51.721546
I00256,U0022,C074,quiz_passed,0.843,1.0,0.689,2025-09-16T15:34:49.449788
I00257,U0022,C015,completed,0.476,1.0,,2025-09-16T11:08:45.599117
I00258,U0022,C002,quiz_passed,0.782,1.0,0.704,2025-09-17T11:23:11.378223
I00259,U0022,C046,viewed,0.194,0.086,,2025-09-17T08:02:33.624969
I00260,U0022,C066,disliked,0.23,0.16,,2025-09-18T11:54:56.737964
I00261,U0022,C098,viewed,0.205,0.092,,2025-09-19T04:25:53.105155
I00262,U0022,C073,disliked,0.344,0.16,0.55,2025-09-19T18:13:34.528475
I00263,U0022,C028,viewed,0.253,0.023,,2025-09-19T14:54:37.243299
I00264,U0022,C076,completed,0.838,1.0,0.798,2025-09-20T03:30:09.093664
I00265,U0023,C048,quiz_passed,0.798,1.0,0.759,2025-09-03T22:25:44.569386
I00266,U0023,C096,viewed,0.209,0.07,,2025-09-04T14:59:42.359824
I00267,U0023,C095,completed,0.759,1.0,0.584,2025-09-04T16:26:19.060675
I00268,U0023,C047,completed,0.895,1.0,0.793,2025-09-05T00:48:48.535439
I00269,U0023,C051,quiz_passed,0.844,1.0,0.791,2025-09-05T17:49:14.848001
I00270,U0023,C044,viewed,0.149,0.037,,2025-09-05T22:29:58.982909
I00271,U0023,C013,completed,0.706,1.0,0.593,2025-09-07T00:31:41.619023
I00272,U0023,C091,completed,0.549,1.0,,2025-09-07T15:22:41.249570
I00273,U0023,C046,viewed,0.146,0.084,,2025-09-07T19:28:35.231498
I00274,U0023,C098,completed,0.761,1.0,0.608,2025-09-08T08:12:07.919960
I00275,U0023,C045,completed,0.829,1.0,0.646,2025-09-08T09:54:39.945803
I00276,U0023,C090,completed,0.758,1.0,0.575,2025-09-09T06:47:43.527352
I00277,U0023,C006,quiz_passed,0.79,1.0,0.751,2025-09-09T11:00:06.020285
I00278,U0023,C075,completed,0.545,1.0,,2025-09-09T20:51:49.015289
I00279,U0024,C066,completed,0.563,1.0,,2025-10-15T07:36:31.393963
I00280,U0024,C047,completed,0.511,1.0,,2025-10-15T17:22:01.000797
I00281,U0024,C096,viewed,0.523,0.51,0.44,2025-10-16T02:13:29.131361
I00282,U0024,C096,viewed,0.395,0.32,0.324,2025-10-16T22:37:05.577553
I00283,U0024,C095,completed,0.782,1.0,0.638,2025-10-16T14:06:06.133955
I00284,U0024,C017,quiz_passed,0.89,1.0,0.793,2025-10-17T04:49:00.079721
I00285,U0024,C095,completed,0.556,1.0,,2025-10-18T09:44:23.478007
I00286,U0024,C095,completed,0.727,1.0,0.572,2025-10-18T06:34:17.893990
I00287,U0024,C082,disliked,0.389,0.19,0.49,2025-10-19T07:03:48.290572
I00288,U0024,C003,quiz_passed,0.803,1.0,0.722,2025-10-19T00:54:20.477894
I00289,U0024,C098,viewed,0.279,0.5,,2025-10-19T12:15:00.033917
I00290,U0024,C005,quiz_passed,0.85,1.0,0.701,2025-10-20T18:12:12.598457
I00291,U0025,C061,completed,0.818,1.0,0.885,2025-10-14T21:32:07.056999
I00292,U0025,C046,viewed,0.235,0.29,,2025-10-15T06:41:08.774530
I00293,U0025,C002,completed,0.475,1.0,,2025-10-16T08:57:02.558789
I00294,U0025,C098,completed,0.513,1.0,,2025-10-16T03:41:41.916228
I00295,U0025,C065,viewed,0.277,0.023,,2025-10-16T15:14:19.730475
I00296,U0025,C046,completed,0.544,1.0,,2025-10-17T13:36:12.418219
I00297,U0025,C045,quiz_passed,0.782,1.0,0.732,2025-10-18T01:06:21.342178
I00298,U0025,C025,quiz_passed,0.805,1.0,0.83,2025-10-18T17:49:01.577316
I00299,U0025,C016,quiz_passed,0.912,1.0,0.852,2025-10-18T22:53:42.175746
I00300,U0025,C006,quiz_passed,0.894,1.0,0.857,2025-10-19T17:54:27.196547
I00301,U0025,C061,completed,0.47,1.0,,2025-10-20T04:05:51.364958
I00302,U0025,C071,viewed,0.188,0.039,,2025-10-20T01:32:59.213634
I00303,U0025,C013,completed,0.513,1.0,,2025-10-21T09:23:37.211301
I00304,U0026,C001,viewed,0.286,0.087,,2025-09-09T00:57:40.903035
I00305,U0026,C096,completed,0.729,1.0,0.468,2025-09-09T14:34:50.092350
I00306,U0026,C015,viewed,0.234,0.027,,2025-09-09T12:40:29.291723
I00307,U0026,C017,viewed,0.417,0.5,0.382,2025-09-10T05:12:42.149704
I00308,U0026,C017,viewed,0.519,0.52,0.447,2025-09-10T13:18:35.094412
I00309,U0026,C098,viewed,0.168,0.072,,2025-09-11T11:00:58.031252
I00310,U0026,C047,completed,0.553,1.0,,2025-09-12T02:39:35.050863
I00311,U0026,C051,quiz_passed,0.779,1.0,0.627,2025-09-11T23:30:49.083861
I00312,U0026,C045,completed,0.689,1.0,0.562,2025-09-12T23:01:46.756013
I00313,U0026,C092,viewed,0.441,0.47,0.376,2025-09-13T02:09:51.465846
I00314,U0026,C074,viewed,0.188,0.028,,2025-09-14T08:51:51.607653
I00315,U0026,C005,completed,0.673,1.0,0.531,2025-09-14T11:14:56.833755
I00316,U0026,C011,completed,0.572,1.0,,2025-09-15T05:18:27.474446
I00317,U0027,C065,viewed,0.336,0.42,,2025-09-04T11:57:59.652480
I00318,U0027,C099,disliked,0.229,0.03,0.259,2025-09-05T02:03:23.889961
I00319,U0027,C015,disliked,0.071,0.02,,2025-09-05T06:31:28.756150
I00320,U0027,C046,disliked,0.235,0.12,0.193,2025-09-05T10:17:53.543441
I00321,U0027,C073,quiz_passed,0.84,1.0,0.666,2025-09-06T02:08:33.091260
I00322,U0027,C074,viewed,0.162,0.058,,2025-09-07T01:22:41.530479
I00323,U0027,C046,viewed,0.214,0.008,,2025-09-07T15:01:24.642883
I00324,U0027,C046,disliked,0.292,0.16,0.132,2025-09-08T01:10:22.867783
I00325,U0027,C030,completed,0.747,1.0,0.656,2025-09-08T04:23:53.793538
I00326,U0027,C028,quiz_passed,0.784,1.0,0.643,2025-09-08T23:06:36.587253
I00327,U0027,C082,completed,0.769,1.0,0.578,2025-09-08T22:00:19.585692
I00328,U0027,C009,viewed,0.183,0.034,,2025-09-10T01:49:54.096094
I00329,U0027,C071,completed,0.696,1.0,0.583,2025-09-10T04:02:37.017534
I00330,U0027,C066,completed,0.728,1.0,0.634,2025-09-10T11:36:37.463267
I00331,U0028,C054,quiz_passed,0.848,1.0,0.689,2025-09-08T14:30:13.159905
I00332,U0028,C029,completed,0.779,1.0,0.681,2025-09-08T12:44:15.519106
I00333,U0028,C095,disliked,0.209,0.02,0.199,2025-09-09T15:08:20.493588
